Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,Borough,time_identifier
Person search,2022-10-15 19:50:00,False,,51.528029,-0.091571,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Fireworks,A no further action disposal,,,Islington,Autumn term
Person search,2022-10-15 20:35:00,False,,,,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,,,Unknown,Autumn term
Person and Vehicle search,2022-10-15 21:30:00,False,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Unknown,Autumn term
Person search,2022-10-15 21:44:00,False,,51.665747,-0.017695,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Enfield,Autumn term
Person search,2022-10-15 22:30:00,False,,51.549752,-0.075994,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,Hackney,Autumn term
Person search,2022-10-15 22:49:00,False,,51.616594,0.236523,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,Havering,Autumn term
Person search,2022-10-15 23:09:00,False,,51.409777,-0.025407,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Bromley,Autumn term
Person search,2022-10-15 23:09:00,False,,51.409777,-0.025407,Male,10-17,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Bromley,Autumn term
Person search,2022-10-15 23:15:00,False,,51.373578,0.1034,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Bromley,Autumn term
Person search,2022-10-15 23:15:00,False,,51.350647,-0.021588,Male,10-17,Mixed/Multiple ethnic groups - White and Black African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,Croydon,Autumn term
Person and Vehicle search,2022-10-15 23:30:00,False,,51.509458,-0.13228,Male,10-17,Other ethnic group - Any other ethnic group,Other,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Westminster,Autumn term
Person search,2022-10-16 00:00:00,False,,51.374379,0.107834,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Bromley,Autumn term
Person search,2022-10-16 01:25:00,False,,51.513804,-0.130733,Male,10-17,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Islington,Autumn term
Person search,2022-10-16 01:30:00,False,,51.513804,-0.130733,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Islington,Autumn term
Person search,2022-10-16 06:07:00,False,,51.546226,-0.249918,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Arrest,,,Brent,Autumn term
Person search,2022-10-16 12:00:00,False,,51.537966,-0.00726,Male,10-17,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,Newham,Autumn term
Person search,2022-10-16 12:09:00,False,,51.405992,0.016243,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Bromley,Autumn term
Person search,2022-10-16 12:15:00,False,,51.405758,0.015169,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Bromley,Autumn term
Person search,2022-10-16 13:41:00,False,,51.565388,-0.073112,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Hackney,Autumn term
Person search,2022-10-16 15:00:00,False,,51.387189,-0.0984,Male,10-17,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Croydon,Autumn term
Person search,2022-10-16 15:20:00,False,,51.506625,-0.41644,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Hillingdon,Autumn term
Person search,2022-10-16 15:20:00,False,,,,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Unknown,Autumn term
Person search,2022-10-16 15:23:00,False,,51.537966,-0.00726,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Newham,Autumn term
Person search,2022-10-16 15:39:00,False,,51.651245,-0.045736,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Enfield,Autumn term
Person and Vehicle search,2022-10-16 15:47:00,False,,51.563528,-0.018147,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Waltham Forest,Autumn term
Person search,2022-10-16 16:00:00,False,,51.578448,-0.008131,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Waltham Forest,Autumn term
Person search,2022-10-16 16:00:00,False,,51.541721,-0.255412,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Brent,Autumn term
Person search,2022-10-16 16:00:00,False,,51.541721,-0.255412,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,Brent,Autumn term
Person search,2022-10-16 16:00:00,False,,51.541721,-0.255412,Male,10-17,Asian/Asian British - Indian,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Brent,Autumn term
Person search,2022-10-16 16:10:00,False,,51.604439,-0.064715,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Haringey,Autumn term
Person search,2022-10-16 16:15:00,False,,51.474771,-0.027238,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lewisham,Autumn term
Person search,2022-10-16 16:39:00,False,,51.568594,0.27789,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Havering,Autumn term
Person search,2022-10-16 16:58:00,False,,51.663225,-0.032424,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Enfield,Autumn term
Person search,2022-10-16 17:00:00,False,,51.45271,-0.147839,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,Wandsworth,Autumn term
Person search,2022-10-16 17:40:00,False,,51.545504,-0.007883,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Newham,Autumn term
Person search,2022-10-16 18:10:00,False,,51.569532,-0.120166,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Islington,Autumn term
Person search,2022-10-16 18:15:00,False,,51.39742,-0.068017,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,Croydon,Autumn term
Person search,2022-10-16 18:42:00,False,,51.5507,0.080289,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Redbridge,Autumn term
Person and Vehicle search,2022-10-16 18:42:00,False,,51.452766,0.118582,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,Bexley,Autumn term
Person and Vehicle search,2022-10-16 18:43:00,False,,51.459155,0.125298,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,Bexley,Autumn term
Person search,2022-10-16 18:57:00,False,,51.508009,-0.337137,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Fireworks,A no further action disposal,,,Ealing,Autumn term
Person search,2022-10-16 19:00:00,False,,51.507367,-0.33755,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Fireworks,A no further action disposal,,,Ealing,Autumn term
Person search,2022-10-16 19:10:00,False,,51.560796,-0.254307,Male,10-17,White - Any other White background,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,Brent,Autumn term
Person search,2022-10-16 19:20:00,False,,51.478247,-0.085024,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Southwark,Autumn term
Person search,2022-10-16 19:52:00,False,,51.63211,-0.127998,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Enfield,Autumn term
Person search,2022-10-16 19:55:00,False,,,,Male,10-17,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Unknown,Autumn term
Person search,2022-10-16 19:58:00,False,,51.651245,-0.045736,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Enfield,Autumn term
Person search,2022-10-16 20:27:00,False,,51.589235,-0.063802,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Haringey,Autumn term
Person search,2022-10-16 20:28:00,False,,51.613711,-0.138936,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,Enfield,Autumn term
Person and Vehicle search,2022-10-16 20:40:00,False,,51.337187,-0.012161,Male,10-17,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Croydon,Autumn term
Person search,2022-10-16 20:47:00,False,,51.510432,0.013746,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Newham,Autumn term
Person search,2022-10-16 21:06:00,False,,51.581246,-0.327278,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,Harrow,Autumn term
Person search,2022-10-16 22:02:00,False,,51.38607,-0.164082,Male,10-17,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Sutton,Autumn term
Person search,2022-10-16 23:10:00,False,,51.431996,-0.093763,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Lambeth,Autumn term
Person search,2022-10-16 23:55:00,False,,51.552176,-0.297041,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Unknown,Autumn term
Person search,2022-10-17 00:47:00,False,,51.588241,0.080459,Male,10-17,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,Redbridge,Autumn term
Person search,2022-10-17 00:53:00,False,,,,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,Unknown,Autumn term
Person and Vehicle search,2022-10-17 00:55:00,False,,51.551452,-0.050982,Male,10-17,Mixed/Multiple ethnic groups - White and Asian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,,,Hackney,Autumn term
Person search,2022-10-17 01:00:00,False,,,,Male,10-17,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Unknown,Autumn term
Person search,2022-10-17 01:30:00,False,,51.41999,-0.194222,Female,10-17,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,Merton,Autumn term
Person search,2022-10-17 02:00:00,False,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,,,Unknown,Autumn term
Person search,2022-10-17 02:00:00,False,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,Unknown,Autumn term
